metric_id,resample_index,control_statistic,treatment_statistic,bootstrap_absolute_lift,valid
support_ticket_rate_7d,9,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,10,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,11,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,12,1.0,0.0,-1.0,true
support_ticket_rate_7d,13,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,14,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,15,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,16,1.0,0.0,-1.0,true
support_ticket_rate_7d,17,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,18,1.0,0.0,-1.0,true
support_ticket_rate_7d,19,1.0,0.0,-1.0,true
support_ticket_rate_7d,20,0.0,0.0,0.0,true
support_ticket_rate_7d,21,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,22,1.0,0.0,-1.0,true
support_ticket_rate_7d,23,1.0,0.0,-1.0,true
support_ticket_rate_7d,24,0.0,0.0,0.0,true
support_ticket_rate_7d,25,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,26,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,27,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,28,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,29,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,30,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,31,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,32,1.0,0.0,-1.0,true
support_ticket_rate_7d,33,1.0,0.0,-1.0,true
support_ticket_rate_7d,34,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,35,1.0,0.0,-1.0,true
support_ticket_rate_7d,36,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,37,1.0,0.0,-1.0,true
support_ticket_rate_7d,38,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,39,1.0,0.0,-1.0,true
support_ticket_rate_7d,40,1.0,0.0,-1.0,true
support_ticket_rate_7d,41,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,42,1.0,0.0,-1.0,true
support_ticket_rate_7d,43,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,44,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,45,1.0,0.0,-1.0,true
support_ticket_rate_7d,46,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,47,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,48,1.0,0.0,-1.0,true
support_ticket_rate_7d,49,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,50,1.0,0.0,-1.0,true
support_ticket_rate_7d,51,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,52,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,53,1.0,0.0,-1.0,true
support_ticket_rate_7d,54,1.0,0.0,-1.0,true
support_ticket_rate_7d,55,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,56,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,57,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,58,0.0,0.0,0.0,true
support_ticket_rate_7d,59,1.0,0.0,-1.0,true
support_ticket_rate_7d,60,1.0,0.0,-1.0,true
support_ticket_rate_7d,61,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,62,1.0,0.0,-1.0,true
support_ticket_rate_7d,63,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,64,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,65,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,66,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,67,1.0,0.0,-1.0,true
support_ticket_rate_7d,68,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,69,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,70,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,71,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,72,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,73,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,74,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,75,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,76,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,77,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,78,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,79,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,80,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,81,1.0,0.0,-1.0,true
support_ticket_rate_7d,82,1.0,0.0,-1.0,true
support_ticket_rate_7d,83,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,84,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,85,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,86,1.0,0.0,-1.0,true
support_ticket_rate_7d,87,1.0,0.0,-1.0,true
support_ticket_rate_7d,88,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,89,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,90,1.0,0.0,-1.0,true
support_ticket_rate_7d,91,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,92,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,93,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,94,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,95,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,96,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,97,1.0,0.0,-1.0,true
support_ticket_rate_7d,98,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,99,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,100,1.0,0.0,-1.0,true
support_ticket_rate_7d,101,1.0,0.0,-1.0,true
support_ticket_rate_7d,102,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,103,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,104,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,105,0.0,0.0,0.0,true
support_ticket_rate_7d,106,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,107,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,108,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,109,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,110,1.0,0.0,-1.0,true
support_ticket_rate_7d,111,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,112,1.0,0.0,-1.0,true
support_ticket_rate_7d,113,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,114,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,115,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,116,1.0,0.0,-1.0,true
support_ticket_rate_7d,117,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,118,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,119,1.0,0.0,-1.0,true
support_ticket_rate_7d,120,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,121,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,122,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,123,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,124,1.0,0.0,-1.0,true
support_ticket_rate_7d,125,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,126,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,127,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,128,1.0,0.0,-1.0,true
support_ticket_rate_7d,129,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,130,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,131,1.0,0.0,-1.0,true
support_ticket_rate_7d,132,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,133,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,134,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,135,1.0,0.0,-1.0,true
support_ticket_rate_7d,136,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,137,1.0,0.0,-1.0,true
support_ticket_rate_7d,138,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,139,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,140,1.0,0.0,-1.0,true
support_ticket_rate_7d,141,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,142,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,143,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,144,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,145,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,146,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,147,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,148,1.0,0.0,-1.0,true
support_ticket_rate_7d,149,1.0,0.0,-1.0,true
support_ticket_rate_7d,150,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,151,1.0,0.0,-1.0,true
support_ticket_rate_7d,152,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,153,0.0,0.0,0.0,true
support_ticket_rate_7d,154,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,155,1.0,0.0,-1.0,true
support_ticket_rate_7d,156,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,157,1.0,0.0,-1.0,true
support_ticket_rate_7d,158,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,159,1.0,0.0,-1.0,true
support_ticket_rate_7d,160,1.0,0.0,-1.0,true
support_ticket_rate_7d,161,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,162,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,163,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,164,1.0,0.0,-1.0,true
support_ticket_rate_7d,165,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,166,1.0,0.0,-1.0,true
support_ticket_rate_7d,167,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,168,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,169,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,170,1.0,0.0,-1.0,true
support_ticket_rate_7d,171,1.0,0.0,-1.0,true
support_ticket_rate_7d,172,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,173,1.0,0.0,-1.0,true
support_ticket_rate_7d,174,1.0,0.0,-1.0,true
support_ticket_rate_7d,175,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,176,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,177,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,178,1.0,0.0,-1.0,true
support_ticket_rate_7d,179,1.0,0.0,-1.0,true
support_ticket_rate_7d,180,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,181,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,182,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,183,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,184,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,185,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,186,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,187,1.0,0.0,-1.0,true
support_ticket_rate_7d,188,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,189,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,190,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,191,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,192,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,193,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,194,1.0,0.0,-1.0,true
support_ticket_rate_7d,195,1.0,0.0,-1.0,true
support_ticket_rate_7d,196,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,197,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,198,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,199,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,200,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,201,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,202,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,203,1.0,0.0,-1.0,true
support_ticket_rate_7d,204,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,205,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,206,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,207,1.0,0.0,-1.0,true
support_ticket_rate_7d,208,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,209,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,210,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,211,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,212,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,213,1.0,0.0,-1.0,true
support_ticket_rate_7d,214,1.0,0.0,-1.0,true
support_ticket_rate_7d,215,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,216,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,217,1.0,0.0,-1.0,true
support_ticket_rate_7d,218,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,219,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,220,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,221,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,222,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,223,1.0,0.0,-1.0,true
support_ticket_rate_7d,224,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,225,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,226,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,227,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,228,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,229,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,230,1.0,0.0,-1.0,true
support_ticket_rate_7d,231,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,232,0.0,0.0,0.0,true
support_ticket_rate_7d,233,1.0,0.0,-1.0,true
support_ticket_rate_7d,234,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,235,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,236,1.0,0.0,-1.0,true
support_ticket_rate_7d,237,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,238,1.0,0.0,-1.0,true
support_ticket_rate_7d,239,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,240,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,241,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,242,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,243,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,244,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,245,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,246,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,247,1.0,0.0,-1.0,true
support_ticket_rate_7d,248,1.0,0.0,-1.0,true
support_ticket_rate_7d,249,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,250,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,251,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,252,1.0,0.0,-1.0,true
support_ticket_rate_7d,253,1.0,0.0,-1.0,true
support_ticket_rate_7d,254,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,255,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,256,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,257,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,258,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,259,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,260,1.0,0.0,-1.0,true
support_ticket_rate_7d,261,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,262,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,263,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,264,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,265,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,266,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,267,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,268,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,269,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,270,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,271,1.0,0.0,-1.0,true
support_ticket_rate_7d,272,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,273,1.0,0.0,-1.0,true
support_ticket_rate_7d,274,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,275,1.0,0.0,-1.0,true
support_ticket_rate_7d,276,1.0,0.0,-1.0,true
support_ticket_rate_7d,277,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,278,1.0,0.0,-1.0,true
support_ticket_rate_7d,279,1.0,0.0,-1.0,true
support_ticket_rate_7d,280,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,281,1.0,0.0,-1.0,true
support_ticket_rate_7d,282,1.0,0.0,-1.0,true
support_ticket_rate_7d,283,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,284,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,285,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,286,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,287,1.0,0.0,-1.0,true
support_ticket_rate_7d,288,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,289,1.0,0.0,-1.0,true
support_ticket_rate_7d,290,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,291,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,292,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,293,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,294,1.0,0.0,-1.0,true
support_ticket_rate_7d,295,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,296,0.0,0.0,0.0,true
support_ticket_rate_7d,297,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,298,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,299,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,300,0.0,0.0,0.0,true
support_ticket_rate_7d,301,1.0,0.0,-1.0,true
support_ticket_rate_7d,302,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,303,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,304,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,305,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,306,1.0,0.0,-1.0,true
support_ticket_rate_7d,307,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,308,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,309,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,310,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,311,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,312,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,313,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,314,1.0,0.0,-1.0,true
support_ticket_rate_7d,315,1.0,0.0,-1.0,true
support_ticket_rate_7d,316,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,317,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,318,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,319,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,320,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,321,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,322,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,323,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,324,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,325,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,326,1.0,0.0,-1.0,true
support_ticket_rate_7d,327,0.0,0.0,0.0,true
support_ticket_rate_7d,328,0.0,0.0,0.0,true
support_ticket_rate_7d,329,1.0,0.0,-1.0,true
support_ticket_rate_7d,330,1.0,0.0,-1.0,true
support_ticket_rate_7d,331,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,332,1.0,0.0,-1.0,true
support_ticket_rate_7d,333,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,334,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,335,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,336,1.0,0.0,-1.0,true
support_ticket_rate_7d,337,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,338,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,339,1.0,0.0,-1.0,true
support_ticket_rate_7d,340,1.0,0.0,-1.0,true
support_ticket_rate_7d,341,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,342,1.0,0.0,-1.0,true
support_ticket_rate_7d,343,1.0,0.0,-1.0,true
support_ticket_rate_7d,344,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,345,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,346,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,347,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,348,1.0,0.0,-1.0,true
support_ticket_rate_7d,349,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,350,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,351,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,352,0.0,0.0,0.0,true
support_ticket_rate_7d,353,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,354,0.0,0.0,0.0,true
support_ticket_rate_7d,355,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,356,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,357,1.0,0.0,-1.0,true
support_ticket_rate_7d,358,1.0,0.0,-1.0,true
support_ticket_rate_7d,359,0.0,0.0,0.0,true
support_ticket_rate_7d,360,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,361,1.0,0.0,-1.0,true
support_ticket_rate_7d,362,0.0,0.0,0.0,true
support_ticket_rate_7d,363,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,364,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,365,0.0,0.0,0.0,true
support_ticket_rate_7d,366,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,367,1.0,0.0,-1.0,true
support_ticket_rate_7d,368,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,369,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,370,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,371,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,372,1.0,0.0,-1.0,true
support_ticket_rate_7d,373,1.0,0.0,-1.0,true
support_ticket_rate_7d,374,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,375,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,376,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,377,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,378,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,379,1.0,0.0,-1.0,true
support_ticket_rate_7d,380,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,381,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,382,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,383,1.0,0.0,-1.0,true
support_ticket_rate_7d,384,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,385,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,386,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,387,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,388,1.0,0.0,-1.0,true
support_ticket_rate_7d,389,1.0,0.0,-1.0,true
support_ticket_rate_7d,390,0.0,0.0,0.0,true
support_ticket_rate_7d,391,1.0,0.0,-1.0,true
support_ticket_rate_7d,392,1.0,0.0,-1.0,true
support_ticket_rate_7d,393,0.0,0.0,0.0,true
support_ticket_rate_7d,394,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,395,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,396,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,397,1.0,0.0,-1.0,true
support_ticket_rate_7d,398,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,399,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,400,1.0,0.0,-1.0,true
support_ticket_rate_7d,401,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,402,1.0,0.0,-1.0,true
support_ticket_rate_7d,403,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,404,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,405,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,406,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,407,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,408,1.0,0.0,-1.0,true
support_ticket_rate_7d,409,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,410,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,411,1.0,0.0,-1.0,true
support_ticket_rate_7d,412,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,413,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,414,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,415,1.0,0.0,-1.0,true
support_ticket_rate_7d,416,1.0,0.0,-1.0,true
support_ticket_rate_7d,417,1.0,0.0,-1.0,true
support_ticket_rate_7d,418,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,419,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,420,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,421,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,422,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,423,1.0,0.0,-1.0,true
support_ticket_rate_7d,424,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,425,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,426,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,427,1.0,0.0,-1.0,true
support_ticket_rate_7d,428,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,429,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,430,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,431,1.0,0.0,-1.0,true
support_ticket_rate_7d,432,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,433,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,434,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,435,1.0,0.0,-1.0,true
support_ticket_rate_7d,436,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,437,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,438,0.0,0.0,0.0,true
support_ticket_rate_7d,439,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,440,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,441,1.0,0.0,-1.0,true
support_ticket_rate_7d,442,1.0,0.0,-1.0,true
support_ticket_rate_7d,443,1.0,0.0,-1.0,true
support_ticket_rate_7d,444,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,445,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,446,1.0,0.0,-1.0,true
support_ticket_rate_7d,447,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,448,1.0,0.0,-1.0,true
support_ticket_rate_7d,449,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,450,1.0,0.0,-1.0,true
support_ticket_rate_7d,451,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,452,1.0,0.0,-1.0,true
support_ticket_rate_7d,453,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,454,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,455,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,456,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,457,1.0,0.0,-1.0,true
support_ticket_rate_7d,458,1.0,0.0,-1.0,true
support_ticket_rate_7d,459,0.0,0.0,0.0,true
support_ticket_rate_7d,460,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,461,1.0,0.0,-1.0,true
support_ticket_rate_7d,462,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,463,1.0,0.0,-1.0,true
support_ticket_rate_7d,464,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,465,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,466,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,467,1.0,0.0,-1.0,true
support_ticket_rate_7d,468,0.333333,0.0,-0.333333,true
